country,Date,Population
IRL,2006,4273591.0
IRL,1989,3511009.0
IRL,2004,4070262.0
IRL,1990,3513974.0
IRL,2008,4489544.0
IRL,1992,3558430.0
IRL,2011,4580084.0
IRL,1997,3674171.0
IRL,1996,3637510.0
IRL,2016,4755335.0
IRL,2012,4599533.0
IRL,2000,3805174.0
IRL,2010,4560155.0
IRL,1991,3534235.0
IRL,2017,4807388.0
IRL,1993,3576261.0
IRL,2009,4535375.0
IRL,1999,3754786.0
IRL,2018,4867316.0
IRL,1998,3712696.0
IRL,2002,3931947.0
IRL,2015,4701957.0
IRL,2022,5086988.0
IRL,1994,3590386.0
IRL,2003,3996521.0
IRL,1986,3539690.0
IRL,2014,4657740.0
IRL,2005,4159914.0
IRL,2021,5033165.0
IRL,1987,3540057.0
ITA,1991,56758521.0
ITA,2010,59277417.0
ITA,2001,56974100.0
ITA,2018,60421760.0
ITA,2022,58856847.0
ITA,1990,56719240.0
ITA,1995,56844303.0
ITA,1998,56906744.0
ITA,1989,56671781.0
ITA,1986,56596155.0
ITA,1994,56843400.0
ITA,2017,60536709.0
ITA,2009,59095365.0
ITA,2014,60789140.0
ITA,1993,56831821.0
ITA,2007,58438310.0
ITA,1999,56916317.0
ITA,2012,59539717.0
ITA,1988,56629288.0
ITA,2003,57313203.0
ITA,2008,58826731.0
ITA,2002,57059007.0
ITA,1992,56797087.0
ITA,2004,57685327.0
ITA,1987,56601931.0
ITA,2006,58143979.0
ITA,1996,56860281.0
ITA,2011,59379449.0
ITA,2005,57969484.0
ITA,2013,60233948.0
ITA,2021,59109668.0
ITA,1997,56890372.0
ITA,2000,56942108.0
ITA,2015,60730582.0
ITA,2020,59438851.0
ITA,2016,60627498.0
ITA,2019,59729081.0
LTU,2003,3415213.0
LTU,2009,3162916.0
LTU,1999,3524238.0
LTU,2022,2833000.0
LTU,1990,3697838.0
LTU,2015,2904910.0
LTU,1996,3601613.0
LTU,1992,3700114.0
LTU,2011,3028115.0
LTU,2004,3377075.0
LTU,1997,3575137.0
LTU,1993,3682613.0
LTU,1994,3657144.0
LTU,2012,2987773.0
LTU,1991,3704134.0
LTU,2010,3097282.0
LTU,1998,3549331.0
LTU,1986,3578914.0
LTU,2017,2828403.0
LTU,2016,2868231.0
LTU,2018,2801543.0
LTU,2000,3499536.0
LTU,2014,2932367.0
LTU,2007,3231294.0
LTU,2001,3470818.0
LTU,2019,2794137.0
LTU,1988,3655049.0
LTU,2005,3322528.0
LTU,1989,3684255.0
LTU,2021,2800839.0
LTU,2020,2794885.0
LTU,2013,2957689.0
LTU,1995,3629102.0
LTU,2006,3269909.0
LTU,1987,3616367.0
LTU,2002,3443067.0
LTU,2008,3198231.0
LUX,2006,472637.0
LUX,2007,479993.0
LUX,2015,569604.0
LUX,2014,556319.0
LUX,1996,414225.0
LUX,2001,441525.0
LUX,2010,506953.0
LUX,2012,530946.0
LUX,1988,373450.0
LUX,1991,387000.0
LUX,2002,446175.0
LUX,2022,650774.0
LUX,2016,582014.0
LUX,2021,640064.0
LUX,1987,370750.0
LUX,1998,424700.0
LUX,1994,402925.0
LUX,1997,419450.0
LUX,2020,630419.0
LUX,2004,458095.0
LUX,2011,518347.0
LUX,1992,392175.0
LUX,1989,377100.0
LUX,2013,543360.0
LUX,2008,488650.0
LUX,2000,436300.0
LUX,1999,430475.0
LUX,2003,451630.0
LUX,2018,607950.0
LUX,1986,368355.0
LUX,1990,381850.0
LUX,2009,497783.0
LUX,2017,596336.0
LUX,1993,397475.0
LUX,2005,465158.0
LUX,1995,408625.0
LUX,2019,620001.0
LVA,1987,2626583.0
LVA,2020,1900449.0
LVA,2006,2218357.0
LVA,1999,2390482.0
LVA,2004,2263122.0
LVA,1988,2653434.0
LVA,2008,2177322.0
LVA,2018,1927174.0
LVA,1993,2563290.0
LVA,1992,2614338.0
LVA,2014,1993782.0
LVA,1996,2457222.0
LVA,2015,1977527.0
LVA,1989,2666955.0
LVA,2002,2310173.0
LVA,2011,2059709.0
LVA,1997,2432851.0
LVA,2000,2367550.0
LVA,2003,2287955.0
LVA,1995,2485056.0
LVA,2012,2034319.0
LVA,1998,2410019.0
LVA,2007,2200325.0
LVA,2017,1942248.0
LVA,1994,2520742.0
LVA,1986,2599892.0
LVA,2019,1913822.0
LVA,2013,2012647.0
LVA,1990,2663151.0
LVA,2001,2337170.0
LVA,1991,2650581.0
LVA,2009,2141669.0
LVA,2021,1884490.0
LVA,2022,1883379.0
LVA,2016,1959537.0
LVA,2005,2238799.0
LVA,2010,2097555.0
MLT,2012,420028.0
MLT,1993,371308.0
MLT,2014,434558.0
MLT,1995,377419.0
MLT,1996,379905.0
MLT,2013,425967.0
MLT,1999,387578.0
MLT,2008,409379.0
MLT,2001,393028.0
MLT,2007,406724.0
MLT,1988,347325.0
MLT,2006,405308.0
MLT,2002,395969.0
MLT,2019,504062.0
MLT,2000,390087.0
MLT,2015,445053.0
MLT,1989,350722.0
MLT,2021,518536.0
MLT,2005,403834.0
MLT,2018,484630.0
MLT,2020,515332.0
MLT,2009,412477.0
MLT,1994,374797.0
MLT,2003,398582.0
MLT,2004,401268.0
MLT,1992,367618.0
MLT,2011,416268.0
MLT,1997,382791.0
MLT,2016,455356.0
MLT,1990,354170.0
MLT,2022,523417.0
MLT,2010,414508.0
MLT,1998,385287.0
MLT,2017,467999.0
MLT,1986,342121.0
MLT,1991,363845.0
MLT,1987,344485.0
NLD,2022,17703090.0
NLD,2021,17533044.0
NLD,1986,14572278.0
NLD,2015,16939923.0
NLD,2020,17441500.0
NLD,1988,14760094.0
NLD,2019,17344874.0
NLD,1989,14848907.0
NLD,2014,16865008.0
NLD,1993,15290368.0
NLD,2018,17231624.0
NLD,1990,14951510.0
NLD,2017,17131296.0
NLD,1991,15069798.0
NLD,2016,17030314.0
NLD,1992,15184166.0
NLD,1987,14665037.0
NLD,1994,15382838.0
NLD,2013,16804432.0
NLD,1997,15610650.0
NLD,2009,16530388.0
NLD,2012,16754962.0
NLD,2000,15925513.0
NLD,1999,15812088.0
NLD,2008,16445593.0
NLD,1995,15459006.0
NLD,2007,16381696.0
NLD,2003,16225302.0
NLD,2006,16346101.0
NLD,2004,16281779.0
NLD,2001,16046180.0
NLD,2010,16615394.0
NLD,1998,15707209.0
NLD,1996,15530498.0
NLD,2011,16693074.0
NLD,2002,16148929.0
NLD,2005,16319868.0
POL,2002,38230364.0
POL,1996,38624370.0
POL,2006,38141267.0
POL,2015,37986412.0
POL,1988,37824487.0
POL,1987,37668045.0
POL,2018,37974750.0
POL,2020,37899070.0
POL,2007,38120560.0
POL,1990,38110782.0
POL,1992,38363667.0
POL,2017,37974826.0
POL,2001,38248076.0
POL,1997,38649660.0
POL,2011,38063255.0
POL,2016,37970087.0
POL,2012,38063164.0
POL,1999,38660271.0
POL,2019,37965475.0
POL,1998,38663481.0
POL,1994,38542652.0
POL,2022,37561599.0
POL,2004,38182222.0
POL,2010,38042794.0
POL,2013,38040196.0
POL,2008,38125759.0
POL,1995,38594998.0
POL,2009,38151603.0
POL,2014,38011735.0
POL,2003,38204570.0
POL,1986,37456119.0
POL,1989,37961529.0
POL,2005,38165445.0
POL,2000,38258629.0
POL,2021,37747124.0
POL,1991,38246193.0
POL,1993,38461408.0
PRT,1988,10019610.0
PRT,1989,10005000.0
PRT,2016,10325452.0
PRT,2010,10573100.0
PRT,2000,10289898.0
PRT,1991,9960235.0
PRT,2007,10542964.0
PRT,2019,10286263.0
PRT,1997,10108977.0
PRT,1992,9952494.0
PRT,2015,10358076.0
PRT,2001,10362722.0
PRT,1994,9991525.0
PRT,1990,9983218.0
PRT,2022,10379007.0
PRT,2004,10483861.0
PRT,2013,10457295.0
PRT,2009,10568247.0
PRT,1995,10026176.0
PRT,2003,10458821.0
PRT,2014,10401062.0
PRT,1986,10032734.0
PRT,2021,10325147.0
PRT,1993,9964675.0
PRT,2005,10503330.0
PRT,1999,10217828.0
PRT,2002,10419631.0
PRT,2012,10514844.0
PRT,1996,10063945.0
PRT,1998,10160196.0
PRT,1987,10030031.0
PRT,2018,10283822.0
PRT,2020,10297081.0
PRT,2006,10522288.0
PRT,2017,10300300.0
PRT,2011,10557560.0
PRT,2008,10558177.0
ROU,1989,23161458.0
ROU,2018,19473970.0
ROU,1994,22730211.0
ROU,2000,22442971.0
ROU,2022,18956666.0
ROU,2004,21451748.0
ROU,2003,21574326.0
ROU,1986,22836841.0
ROU,2021,19119880.0
ROU,2005,21319685.0
ROU,2008,20537875.0
ROU,2002,21730496.0
ROU,2020,19265250.0
ROU,2006,21193760.0
ROU,2001,22131970.0
ROU,1988,23057662.0
ROU,2019,19371648.0
ROU,2007,20882982.0
ROU,1987,22949430.0
ROU,2009,20367487.0
ROU,1999,22472040.0
ROU,1990,23201835.0
ROU,1991,23001155.0
ROU,1993,22763280.0
ROU,2010,20246871.0
ROU,1998,22507344.0
ROU,2014,19908979.0
ROU,2016,19702267.0
ROU,1995,22684270.0
ROU,2012,20058035.0
ROU,2017,19588715.0
ROU,1997,22553978.0
ROU,1996,22619004.0
ROU,2015,19815616.0
ROU,1992,22794284.0
ROU,2013,19983693.0
ROU,2011,20147528.0
SVK,2011,5398384.0
SVK,2007,5374622.0
SVK,1992,5305016.0
SVK,2005,5372807.0
SVK,2006,5373054.0
SVK,2009,5386406.0
SVK,2016,5430798.0
SVK,2019,5454147.0
SVK,1987,5222840.0
SVK,2012,5407579.0
SVK,1988,5250596.0
SVK,2015,5423801.0
SVK,2001,5378867.0
SVK,1993,5325305.0
SVK,1996,5373361.0
SVK,1997,5383291.0
SVK,2002,5376912.0
SVK,2021,5447247.0
SVK,2020,5458827.0
SVK,2000,5388720.0
SVK,1999,5396020.0
SVK,2008,5379233.0
SVK,2017,5439232.0
SVK,1994,5346331.0
SVK,2018,5446771.0
SVK,2003,5373374.0
SVK,1995,5361999.0
SVK,1989,5275942.0
SVK,2004,5372280.0
SVK,2014,5418649.0
SVK,1998,5390516.0
SVK,2010,5391428.0
SVK,2022,5431752.0
SVK,1986,5193838.0
SVK,1991,5303294.0
SVK,1990,5299187.0
SVK,2013,5413393.0
SVN,2013,2059953.0
SVN,1994,1989443.0
SVN,2015,2063531.0
SVN,1987,1989776.0
SVN,2022,2108732.0
SVN,2003,1995733.0
SVN,2004,1997012.0
SVN,2020,2102419.0
SVN,1995,1989872.0
SVN,2002,1994530.0
SVN,2005,2000474.0
SVN,2014,2061980.0
SVN,2012,2057159.0
SVN,1986,1965964.0
SVN,1993,1991746.0
SVN,1996,1988628.0
SVN,2021,2108079.0
SVN,2006,2006868.0
SVN,2000,1988925.0
SVN,1998,1981629.0
SVN,1989,1996351.0
SVN,2007,2018122.0
SVN,2018,2073894.0
SVN,2009,2039669.0
SVN,2016,2065042.0
SVN,2019,2088385.0
SVN,1991,1999429.0
SVN,1988,1995196.0
SVN,1999,1983045.0
SVN,2008,2021316.0
SVN,2010,2048583.0
SVN,2011,2052843.0
SVN,2017,2066388.0
SVN,1990,1998161.0
SVN,2001,1992060.0
SVN,1997,1985956.0
SVN,1992,1996498.0
SWE,2014,9696110.0
SWE,1998,8850974.0
SWE,2009,9298515.0
SWE,1990,8558835.0
SWE,1999,8857874.0
SWE,2018,10175214.0
SWE,2013,9600379.0
SWE,2017,10057698.0
SWE,2003,8958229.0
SWE,2004,8993531.0
SWE,2008,9219637.0
SWE,1989,8492964.0
SWE,1994,8780745.0
SWE,1992,8668067.0
SWE,1986,8369829.0
SWE,2020,10353442.0
SWE,1987,8397804.0
SWE,2006,9080505.0
SWE,2001,8895960.0
SWE,2011,9449213.0
SWE,1996,8840998.0
SWE,1997,8846062.0
SWE,2010,9378126.0
SWE,1988,8436489.0
SWE,1993,8718561.0
SWE,2019,10278887.0
SWE,2005,9029572.0
SWE,2016,9923085.0
SWE,2012,9519374.0
SWE,1995,8826939.0
SWE,1991,8617375.0
SWE,2007,9148092.0
SWE,2000,8872109.0
SWE,2015,9799186.0
SWE,2021,10415811.0
SWE,2002,8924958.0
SWE,2022,10486941.0
